"date","home_team","away_team","home_goals","away_goals","neutral"
"2010-06-11 16:05:00","South Africa","Mexico",1,1,0
"2010-06-11 20:30:00","Uruguay","France",0,0,1
"2010-06-12 13:30:00","Korea Republic","Greece",2,0,1
"2010-06-12 16:00:00","Argentina","Nigeria",1,0,1
"2010-06-12 20:30:00","England","United States",1,1,1
"2010-06-13 13:30:00","Algeria","Slovenia",0,1,1
"2010-06-13 16:00:00","Serbia","Ghana",0,1,1
"2010-06-13 20:30:00","Germany","Australia",4,0,1
"2010-06-14 13:30:00","Netherlands","Denmark",2,0,1
"2010-06-14 16:00:00","Japan","Cameroon",1,0,1
"2010-06-14 20:30:00","Italy","Paraguay",1,1,1
"2010-06-15 13:30:00","New Zealand","Slovakia",1,1,1
"2010-06-15 16:00:00","Côte dIvoire","Portugal",0,0,1
"2010-06-15 20:30:00","Brazil","Korea DPR",2,1,1
"2010-06-16 13:30:00","Honduras","Chile",0,1,1
"2010-06-16 16:00:00","Spain","Switzerland",0,1,1
"2010-06-16 20:30:00","South Africa","Uruguay",0,3,0
"2010-06-17 13:30:00","Argentina","Korea Republic",4,1,1
"2010-06-17 16:00:00","Greece","Nigeria",2,1,1
"2010-06-17 20:30:00","France","Mexico",0,2,1
"2010-06-18 13:30:00","Germany","Serbia",0,1,1
"2010-06-18 16:00:00","Slovenia","United States",2,2,1
"2010-06-18 17:10:00","Lithuania","Latvia",0,0,0
"2010-06-18 20:30:00","England","Algeria",0,0,1
"2010-06-19 13:30:00","Netherlands","Japan",1,0,1
"2010-06-19 16:00:00","Ghana","Australia",1,1,1
"2010-06-19 17:10:00","Estonia","Latvia",0,0,0
"2010-06-19 20:30:00","Cameroon","Denmark",1,2,1
"2010-06-20 12:00:00","Sudan","Tunisia",2,6,0
"2010-06-20 13:30:00","Slovakia","Paraguay",0,2,1
"2010-06-20 16:00:00","Italy","New Zealand",1,1,1
"2010-06-20 17:10:00","Lithuania","Estonia",2,0,0
"2010-06-20 17:10:00","Lithuania","Estonia",2,0,0
"2010-06-20 20:30:00","Brazil","Côte dIvoire",3,1,1
"2010-06-21 13:30:00","Portugal","Korea DPR",7,0,1
"2010-06-21 16:00:00","Chile","Switzerland",1,0,1
"2010-06-21 20:30:00","Spain","Honduras",2,0,1
"2010-06-22 16:00:00","France","South Africa",1,2,1
"2010-06-22 16:00:00","Mexico","Uruguay",0,1,1
"2010-06-22 20:30:00","Nigeria","Korea Republic",2,2,1
"2010-06-22 20:30:00","Greece","Argentina",0,2,1
"2010-06-23 16:00:00","Slovenia","England",0,1,1
"2010-06-23 16:00:00","United States","Algeria",1,0,1
"2010-06-23 20:30:00","Australia","Serbia",2,1,1
"2010-06-23 20:30:00","Ghana","Germany",0,1,1
"2010-06-24 16:00:00","Slovakia","Italy",3,2,1
"2010-06-24 16:00:00","Paraguay","New Zealand",0,0,1
"2010-06-24 20:30:00","Cameroon","Netherlands",1,2,1
"2010-06-24 20:30:00","Denmark","Japan",1,3,1
"2010-06-25 16:00:00","Korea DPR","Côte dIvoire",0,3,1
"2010-06-25 16:00:00","Portugal","Brazil",0,0,1
"2010-06-25 20:30:00","Switzerland","Honduras",0,0,1
"2010-06-25 20:30:00","Chile","Spain",1,2,1
"2010-06-26 16:00:00","Uruguay","Korea Republic",2,1,1
"2010-06-26 20:30:00","United States","Ghana",1,1,1
"2010-06-27 16:00:00","Germany","England",4,1,1
"2010-06-27 20:30:00","Argentina","Mexico",3,1,1
"2010-06-28 16:00:00","Netherlands","Slovakia",2,1,1
"2010-06-28 20:30:00","Brazil","Chile",3,0,1
"2010-06-29 16:00:00","Paraguay","Japan",0,0,1
"2010-06-29 20:30:00","Spain","Portugal",1,0,1
"2010-07-01 17:00:00","Chad","Togo",2,2,0
"2010-07-01 20:25:00","Tunisia","Botswana",0,1,0
"2010-07-02 16:00:00","Netherlands","Brazil",2,1,1
"2010-07-02 20:30:00","Uruguay","Ghana",1,1,1
"2010-07-03 16:00:00","Argentina","Germany",0,4,1
"2010-07-03 20:30:00","Paraguay","Spain",0,1,1
"2010-07-06 20:30:00","Uruguay","Netherlands",2,3,1
"2010-07-07 20:30:00","Germany","Spain",0,1,1
"2010-07-09 15:00:00","Botswana","Chad",1,0,0
"2010-07-09 17:00:00","Togo","Malawi",1,1,0
"2010-07-10 20:30:00","Uruguay","Germany",2,3,1
"2010-07-11 20:30:00","Netherlands","Spain",0,0,1
"2010-07-21 12:00:00","Trinidad and Tobago","Antigua and Barbuda",4,1,0
"2010-08-10 20:15:00","Bosnia-Herzegovina","Qatar",1,1,0
"2010-08-10 20:45:00","Italy","Côte dIvoire",0,1,0
"2010-08-11 02:00:00","United States","Brazil",0,2,0
"2010-08-11 13:00:00","Korea Republic","Nigeria",2,1,0
"2010-08-11 13:00:00","Thailand","Singapore",1,0,0
"2010-08-11 14:00:00","Uganda","Zambia",1,1,0
"2010-08-11 14:00:00","Tanzania","Kenya",1,1,0
"2010-08-11 14:00:00","Mali","Guinea",0,2,0
"2010-08-11 14:30:00","China","Bahrain",1,1,0
"2010-08-11 16:00:00","Chad","Tunisia",1,3,0
"2010-08-11 16:00:00","Kazakhstan","Oman",3,1,0
"2010-08-11 16:00:00","Malawi","Botswana",1,1,0
"2010-08-11 17:00:00","Egypt","Congo DR",6,3,0
"2010-08-11 17:05:00","Russia","Bulgaria",1,0,0
"2010-08-11 17:10:00","Lithuania","Belarus",0,2,0
"2010-08-11 18:00:00","Finland","Belgium",1,0,0
"2010-08-11 18:00:00","Moldova","Georgia",0,0,0
"2010-08-11 18:00:00","Azerbaijan","Kuwait",1,1,0
"2010-08-11 18:00:00","Armenia","Iran",1,3,0
"2010-08-11 18:00:00","Burkina Faso","Republic of the Congo",3,0,0
"2010-08-11 19:00:00","Senegal","Cape Verde Islands",1,0,0
"2010-08-11 19:00:00","Estonia","Faroe Islands",2,1,0
"2010-08-11 19:00:00","Cyprus","Andorra",1,0,0
"2010-08-11 20:00:00","Ukraine","Netherlands",1,1,0
"2010-08-11 20:00:00","Sweden","Scotland",3,0,0
"2010-08-11 20:00:00","Malta","Macedonia FYR",1,1,0
"2010-08-11 20:00:00","Saudi Arabia","Togo",1,0,0
"2010-08-11 20:15:00","Czech Republic","Latvia",4,1,0
"2010-08-11 20:15:00","Turkey","Romania",2,0,0
"2010-08-11 20:15:00","Algeria","Gabon",1,2,0
"2010-08-11 20:30:00","Austria","Switzerland",0,1,0
"2010-08-11 20:30:00","Denmark","Germany",2,2,0
"2010-08-11 20:30:00","Serbia","Greece",0,1,0
"2010-08-11 20:30:00","Poland","Cameroon",0,3,0
"2010-08-11 20:30:00","Montenegro","Northern Ireland",2,0,0
"2010-08-11 20:30:00","Slovakia","Croatia",1,1,0
"2010-08-11 20:30:00","Albania","Uzbekistan",1,0,0
"2010-08-11 20:35:00","South Africa","Ghana",1,0,0
"2010-08-11 20:45:00","Slovenia","Australia",2,0,0
"2010-08-11 20:45:00","Wales","Luxembourg",5,1,0
"2010-08-11 20:55:00","Ireland","Argentina",0,1,0
"2010-08-11 21:00:00","Mexico","Spain",1,1,0
"2010-08-11 21:00:00","England","Hungary",2,1,0
"2010-08-11 21:15:00","Norway","France",2,1,0
"2010-08-11 21:30:00","Iceland","Liechtenstein",1,1,0
"2010-08-11 21:30:00","Iceland","Liechtenstein",1,1,0
"2010-08-11 22:00:00","Mexico","Spain",1,1,0
"2010-08-11 22:30:00","Angola","Uruguay",0,2,0
"2010-08-11 23:00:00","Morocco","Equatorial Guinea",2,1,0
"2010-08-11 23:30:00","Mauritania","Palestine",0,0,0
"2010-08-12 01:00:00","Bolivia","Colombia",1,1,0
"2010-08-12 01:00:00","Bolivia","Colombia",1,1,0
"2010-08-12 01:30:00","Paraguay","Costa Rica",2,0,0
"2010-08-12 02:00:00","Trinidad and Tobago","Jamaica",1,3,0
"2010-08-12 03:00:00","Panama","Venezuela",3,1,0
"2010-09-02 20:15:00","Israel","Malta",3,1,0
"2010-09-03 13:35:00","China","Iran",0,2,0
"2010-09-03 17:00:00","Armenia","Ireland",0,1,0
"2010-09-03 18:00:00","Kazakhstan","Slovakia",0,3,0
"2010-09-03 18:00:00","Kazakhstan","Turkey",0,3,0
"2010-09-03 18:30:00","Moldova","Finland",2,0,0
"2010-09-03 18:30:00","Andorra","Russia",0,2,0
"2010-09-03 19:00:00","Faroe Islands","Serbia",0,3,0
"2010-09-03 19:30:00","Montenegro","Wales",1,0,0
"2010-09-03 20:00:00","Sweden","Hungary",2,0,0
"2010-09-03 20:00:00","Latvia","Croatia",0,3,0
"2010-09-03 20:00:00","Romania","Albania",1,1,0
"2010-09-03 20:15:00","Switzerland","Australia",0,0,0
"2010-09-03 20:15:00","Luxembourg","Bosnia-Herzegovina",0,3,0
"2010-09-03 20:15:00","Lithuania","Scotland",0,0,0
"2010-09-03 20:30:00","Estonia","Italy",1,2,0
"2010-09-03 20:30:00","Slovakia","Macedonia FYR",1,0,0
"2010-09-03 20:30:00","Qatar","Bahrain",1,1,0
"2010-09-03 20:30:00","Oman","Malaysia",3,0,0
"2010-09-03 20:45:00","Belgium","Germany",0,1,0
"2010-09-03 20:45:00","San Marino","Netherlands",0,5,0
"2010-09-03 20:45:00","San Marino","Netherlands",0,5,0
"2010-09-03 20:45:00","Liechtenstein","Spain",0,4,0
"2010-09-03 20:45:00","Slovenia","Northern Ireland",0,1,0
"2010-09-03 20:45:00","Slovenia","Northern Ireland",0,1,0
"2010-09-03 20:45:00","Greece","Georgia",1,1,0
"2010-09-03 21:00:00","France","Belarus",0,1,0
"2010-09-03 21:00:00","Iceland","Norway",1,2,0
"2010-09-03 21:00:00","England","Bulgaria",4,0,0
"2010-09-03 21:30:00","Kuwait","Syria",3,0,0
"2010-09-03 21:45:00","Portugal","Cyprus",4,4,0
"2010-09-04 01:30:00","Venezuela","Colombia",0,2,0
"2010-09-04 04:10:00","Panama","Costa Rica",2,2,0
"2010-09-04 12:25:00","Japan","Paraguay",1,0,0
"2010-09-04 13:00:00","Thailand","India",1,0,0
"2010-09-04 17:00:00","Poland","Ukraine",1,1,0
"2010-09-04 23:30:00","Canada","Peru",0,2,0
"2010-09-05 01:30:00","Guatemala","Nicaragua",5,0,0
"2010-09-05 03:00:00","Mexico","Ecuador",1,2,0
"2010-09-05 05:15:00","El Salvador","Honduras",2,2,0
"2010-09-06 02:00:00","Jamaica","Costa Rica",1,0,0
"2010-09-07 12:45:00","Japan","Guatemala",2,1,0
"2010-09-07 13:00:00","Korea Republic","Iran",0,1,0
"2010-09-07 13:40:00","China","Paraguay",1,1,0
"2010-09-07 17:00:00","Russia","Slovakia",0,1,0
"2010-09-07 18:00:00","Burkina Faso","Gabon",1,1,0
"2010-09-07 18:00:00","Estonia","Uzbekistan",3,3,0
"2010-09-07 19:00:00","Georgia","Israel",0,0,0
"2010-09-07 19:30:00","Malta","Latvia",0,2,0
"2010-09-07 19:30:00","Bulgaria","Montenegro",0,1,0
"2010-09-07 19:30:00","Belarus","Romania",0,0,0
"2010-09-07 20:00:00","Ukraine","Chile",2,1,0
"2010-09-07 20:00:00","Macedonia FYR","Armenia",2,2,0
"2010-09-07 20:00:00","Turkey","Belgium",3,2,0
"2010-09-07 20:00:00","Slovakia","Belgium",3,2,0
"2010-09-07 20:00:00","United Arab Emirates","Kuwait",3,0,0
"2010-09-07 20:00:00","Qatar","Oman",1,1,0
"2010-09-07 20:00:00","Bahrain","Togo",3,0,0
"2010-09-07 20:00:00","Sweden","San Marino",6,0,0
"2010-09-07 20:00:00","Sweden","San Marino",6,0,0
"2010-09-07 20:15:00","Denmark","Iceland",1,0,0
"2010-09-07 20:15:00","Albania","Luxembourg",1,0,0
"2010-09-07 20:15:00","Czech Republic","Lithuania",0,1,0
"2010-09-07 20:30:00","Poland","Australia",1,2,0
"2010-09-07 20:30:00","Norway","Portugal",1,0,0
"2010-09-07 20:30:00","Croatia","Greece",0,0,0
"2010-09-07 20:30:00","Serbia","Slovenia",1,1,0
"2010-09-07 20:30:00","Serbia","Slovenia",1,1,0
"2010-09-07 20:30:00","Netherlands","Finland",2,1,0
"2010-09-07 20:30:00","Yemen","Syria",2,1,0
"2010-09-07 20:30:00","Hungary","Moldova",2,1,0
"2010-09-07 20:30:00","Austria","Kazakhstan",2,0,0
"2010-09-07 20:45:00","Switzerland","England",1,3,0
"2010-09-07 20:45:00","Germany","Azerbaijan",6,1,0
"2010-09-07 20:45:00","Ireland","Andorra",3,1,0
"2010-09-07 20:50:00","Italy","Faroe Islands",5,0,0
"2010-09-07 21:00:00","Argentina","Spain",4,1,0
"2010-09-07 21:00:00","Bosnia-Herzegovina","France",0,2,0
"2010-09-07 21:00:00","Scotland","Liechtenstein",2,1,0
"2010-09-07 22:00:00","Argentina","Spain",4,1,0
"2010-09-08 01:45:00","Canada","Honduras",2,1,0
"2010-09-08 02:00:00","Venezuela","Ecuador",1,0,0
"2010-09-08 02:15:00","El Salvador","Guatemala",0,2,0
"2010-09-08 02:15:00","Jamaica","Peru",1,2,0
"2010-09-08 03:00:00","Peru","Jamaica",2,1,0
"2010-09-08 04:00:00","Mexico","Colombia",1,0,0
"2010-09-08 04:10:00","Panama","Trinidad and Tobago",3,0,0
"2010-09-08 15:00:00","India","Thailand",1,2,0
"2010-09-11 00:00:00","Belize","Trinidad and Tobago",0,0,0
"2010-09-15 15:00:00","India","Namibia",2,0,0
"2010-09-16 19:00:00","Jordan","Iraq",4,1,0
"2010-09-18 14:45:00","Yemen","Zambia",0,1,0
"2010-09-19 12:00:00","Saint Vincent and The Grenadines","Grenada",0,0,0
"2010-09-19 19:00:00","Jordan","Bahrain",2,0,0
"2010-09-19 22:00:00","Antigua and Barbuda","Trinidad and Tobago",0,1,0
"2010-09-21 16:00:00","Iraq","Oman",3,2,0
"2010-09-27 02:00:00","Guyana","Trinidad and Tobago",1,1,0
"2010-10-04 14:30:00","India","Hong Kong",0,1,0
"2010-10-07 19:00:00","Brazil","Iran",3,0,0
"2010-10-08 02:30:00","Bolivia","Venezuela",1,3,0
"2010-10-08 12:50:00","Japan","Argentina",1,0,0
"2010-10-08 13:35:00","China","Syria",2,1,0
"2010-10-08 14:00:00","Oman","Gabon",1,0,0
"2010-10-08 15:00:00","Indonesia","Uruguay",1,7,0
"2010-10-08 15:30:00","India","Vietnam",3,1,0
"2010-10-08 17:00:00","Armenia","Slovakia",3,1,0
"2010-10-08 18:00:00","Kazakhstan","Belgium",0,2,0
"2010-10-08 19:00:00","Georgia","Malta",1,0,0
"2010-10-08 19:00:00","Andorra","Macedonia FYR",0,2,0
"2010-10-08 19:00:00","Kuwait","Bahrain",1,3,0
"2010-10-08 19:00:00","Hungary","San Marino",8,0,0
"2010-10-08 19:00:00","Hungary","San Marino",8,0,0
"2010-10-08 20:00:00","Cyprus","Norway",1,2,0
"2010-10-08 20:00:00","Ukraine","Canada",2,2,0
"2010-10-08 20:15:00","Luxembourg","Belarus",0,0,0
"2010-10-08 20:15:00","Czech Republic","Scotland",1,0,0
"2010-10-08 20:30:00","Montenegro","Switzerland",1,0,0
"2010-10-08 20:30:00","Moldova","Netherlands",0,1,0
"2010-10-08 20:30:00","Austria","Azerbaijan",3,0,0
"2010-10-08 20:30:00","Albania","Bosnia-Herzegovina",1,1,0
"2010-10-08 20:30:00","Serbia","Estonia",1,3,0
"2010-10-08 20:30:00","Wales","Bulgaria",0,1,0
"2010-10-08 20:45:00","Northern Ireland","Italy",0,0,0
"2010-10-08 20:45:00","Germany","Slovakia",3,0,0
"2010-10-08 20:45:00","Greece","Latvia",1,0,0
"2010-10-08 20:45:00","Germany","Turkey",3,0,0
"2010-10-08 20:45:00","Ireland","Russia",2,3,0
"2010-10-08 20:45:00","Slovenia","Faroe Islands",5,1,0
"2010-10-08 20:45:00","Slovenia","Faroe Islands",5,1,0
"2010-10-08 21:45:00","Portugal","Denmark",3,1,0
"2010-10-08 22:00:00","Spain","Lithuania",3,1,0
"2010-10-08 23:00:00","Peru","Costa Rica",2,0,0
"2010-10-09 02:30:00","Colombia","Ecuador",1,0,0
"2010-10-09 02:30:00","Colombia","Ecuador",1,0,0
"2010-10-09 04:00:00","Panama","El Salvador",1,0,0
"2010-10-09 08:30:00","New Zealand","Honduras",1,1,0
"2010-10-09 11:00:00","Australia","Paraguay",1,0,0
"2010-10-09 11:00:00","Hong Kong","Philippines",4,2,0
"2010-10-09 13:30:00","Chinese Taipei","Macau",7,1,0
"2010-10-09 14:00:00","Comoros","Mozambique",0,1,0
"2010-10-09 14:30:00","Malawi","Chad",6,2,0
"2010-10-09 15:00:00","Tanzania","Morocco",0,1,0
"2010-10-09 15:00:00","Kenya","Uganda",0,0,0
"2010-10-09 15:30:00","Burundi","Côte dIvoire",0,1,0
"2010-10-09 15:30:00","Rwanda","Benin",0,3,0
"2010-10-09 17:00:00","Cameroon","Congo DR",1,1,0
"2010-10-09 17:00:00","Angola","Guinea-Bissau",1,0,0
"2010-10-09 18:30:00","United Arab Emirates","Chile",0,2,0
"2010-10-09 19:00:00","Saudi Arabia","Uzbekistan",4,0,0
"2010-10-09 20:00:00","Burkina Faso","Gambia",3,1,0
"2010-10-09 20:30:00","Senegal","Mauritius",7,0,0
"2010-10-09 21:00:00","France","Romania",2,0,0
"2010-10-09 21:00:00","Mali","Liberia",2,1,0
"2010-10-09 21:05:00","Israel","Croatia",1,2,0
"2010-10-09 23:00:00","Guatemala","Belize",4,2,0
"2010-10-10 02:00:00","United States","Poland",2,2,0
"2010-10-10 11:00:00","Macau","Hong Kong",0,4,0
"2010-10-10 13:30:00","Philippines","Chinese Taipei",1,1,0
"2010-10-11 01:00:00","Jamaica","Trinidad and Tobago",1,0,0
"2010-10-11 20:30:00","Brazil","Ukraine",2,0,0
"2010-10-11 20:30:00","Brazil","Ukraine",2,0,0
"2010-10-12 08:45:00","New Zealand","Paraguay",0,2,0
"2010-10-12 10:30:00","Indonesia","Maldives",3,0,0
"2010-10-12 11:00:00","Philippines","Macau",5,0,0
"2010-10-12 13:00:00","Korea Republic","Japan",0,0,0
"2010-10-12 13:00:00","Equatorial Guinea","Botswana",0,0,0
"2010-10-12 13:30:00","China","Uruguay",0,4,0
"2010-10-12 13:30:00","Saudi Arabia","Gabon",1,0,0
"2010-10-12 13:30:00","Chinese Taipei","Hong Kong",0,0,0
"2010-10-12 16:00:00","Equatorial Guinea","Botswana",0,2,0
"2010-10-12 17:00:00","Oman","Chile",0,1,0
"2010-10-12 17:00:00","Azerbaijan","Slovakia",1,0,0
"2010-10-12 17:00:00","Faroe Islands","Northern Ireland",1,1,0
"2010-10-12 17:00:00","Azerbaijan","Turkey",1,0,0
"2010-10-12 17:00:00","United Arab Emirates","Angola",0,2,0
"2010-10-12 17:00:00","Armenia","Andorra",4,0,0
"2010-10-12 17:00:00","Kuwait","Vietnam",3,1,0
"2010-10-12 17:30:00","Finland","Hungary",1,2,0
"2010-10-12 17:30:00","Saudi Arabia","Bulgaria",0,2,0
"2010-10-12 17:30:00","Saudi Arabia","Bulgaria",0,2,0
"2010-10-12 17:30:00","Bahrain","Uzbekistan",2,4,0
"2010-10-12 18:00:00","Qatar","Iraq",1,2,0
"2010-10-12 19:00:00","Kazakhstan","Germany",0,3,0
"2010-10-12 19:00:00","Latvia","Georgia",1,1,0
"2010-10-12 19:30:00","Belarus","Albania",2,0,0
"2010-10-12 20:00:00","Liechtenstein","Czech Republic",0,2,0
"2010-10-12 20:15:00","Croatia","Norway",2,1,0
"2010-10-12 20:15:00","Denmark","Cyprus",2,0,0
"2010-10-12 20:30:00","Estonia","Slovakia",0,1,0
"2010-10-12 20:30:00","Estonia","Slovenia",0,1,0
"2010-10-12 20:30:00","Slovakia","Ireland",1,1,0
"2010-10-12 20:30:00","Switzerland","Wales",4,1,0
"2010-10-12 20:30:00","San Marino","Moldova",0,2,0
"2010-10-12 20:30:00","San Marino","Moldova",0,2,0
"2010-10-12 20:30:00","Netherlands","Sweden",4,1,0
"2010-10-12 20:30:00","Macedonia FYR","Russia",0,1,0
"2010-10-12 20:45:00","Greece","Israel",2,1,0
"2010-10-12 20:45:00","Belgium","Austria",4,4,0
"2010-10-12 21:00:00","Scotland","Spain",2,3,0
"2010-10-12 21:00:00","England","Montenegro",0,0,0
"2010-10-12 21:00:00","France","Luxembourg",2,0,0
"2010-10-12 21:25:00","Italy","Serbia",3,0,0
"2010-10-12 21:45:00","Iceland","Portugal",1,3,0
"2010-10-12 22:00:00","Ecuador","Poland",2,2,0
"2010-10-13 02:30:00","United States","Colombia",0,0,0
"2010-10-13 03:00:00","Costa Rica","El Salvador",2,1,0
"2010-10-13 04:00:00","Mexico","Venezuela",2,2,0
"2010-10-13 04:00:00","Panama","Peru",1,0,0
"2010-10-13 05:00:00","Guatemala","Honduras",0,2,0
"2010-10-13 15:30:00","India","Yemen",3,6,0
"2010-10-27 03:30:00","Panama","Cuba",0,3,0
"2010-11-02 10:45:00","Korea DPR","Singapore",2,1,0
"2010-11-04 13:00:00","Vietnam","Singapore",1,1,0
"2010-11-06 13:00:00","Vietnam","Korea DPR",0,2,0
"2010-11-07 00:00:00","Yemen","Uganda",2,2,0
"2010-11-10 16:00:00","Bahrain","Uganda",0,0,0
"2010-11-10 17:00:00","Yemen","Korea DPR",1,1,0
"2010-11-11 15:40:00","Iraq","India",2,0,0
"2010-11-14 12:00:00","Bahrain","Syria",0,2,0
"2010-11-14 14:00:00","Kuwait","India",9,1,0
"2010-11-16 16:00:00","Jordan","Cyprus",0,0,0
"2010-11-16 16:00:00","Saudi Arabia","Uganda",0,0,0
"2010-11-16 21:00:00","Scotland","Faroe Islands",3,0,0
"2010-11-17 12:00:00","Saudi Arabia","Ghana",0,0,0
"2010-11-17 12:00:00","Mozambique","Zimbabwe",1,3,0
"2010-11-17 12:00:00","Malawi","Rwanda",2,1,0
"2010-11-17 12:00:00","Burkina Faso","Guinea",2,1,0
"2010-11-17 12:40:00","China","Latvia",1,0,0
"2010-11-17 13:00:00","Hong Kong","Paraguay",0,7,0
"2010-11-17 13:00:00","Montenegro","Azerbaijan",2,0,0
"2010-11-17 13:40:00","Oman","Belarus",0,4,0
"2010-11-17 15:00:00","Kuwait","Iraq",1,1,0
"2010-11-17 16:00:00","Oman","Belarus",0,4,0
"2010-11-17 17:00:00","Slovakia","Bosnia-Herzegovina",2,3,0
"2010-11-17 17:10:00","Russia","Belgium",0,2,0
"2010-11-17 17:30:00","Croatia","Malta",3,0,0
"2010-11-17 17:30:00","Finland","San Marino",8,0,0
"2010-11-17 17:30:00","Finland","San Marino",8,0,0
"2010-11-17 17:45:00","Estonia","Liechtenstein",1,1,0
"2010-11-17 18:00:00","Bulgaria","Serbia",0,1,0
"2010-11-17 18:00:00","Argentina","Brazil",1,0,0
"2010-11-17 18:00:00","Senegal","Gabon",2,1,0
"2010-11-17 18:00:00","Albania","Macedonia FYR",0,0,0
"2010-11-17 18:00:00","Hungary","Lithuania",2,0,0
"2010-11-17 18:30:00","Egypt","Australia",3,0,0
"2010-11-17 18:30:00","Mali","Congo DR",3,1,0
"2010-11-17 18:30:00","Israel","Iceland",3,2,0
"2010-11-17 20:15:00","Luxembourg","Algeria",0,0,0
"2010-11-17 20:15:00","Denmark","Czech Republic",0,0,0
"2010-11-17 20:15:00","Switzerland","Ukraine",2,2,0
"2010-11-17 20:30:00","Sweden","Germany",0,0,0
"2010-11-17 20:30:00","South Africa","United States",0,1,0
"2010-11-17 20:30:00","Poland","Côte dIvoire",3,1,0
"2010-11-17 20:30:00","Austria","Greece",1,2,0
"2010-11-17 20:30:00","Netherlands","Turkey",1,0,0
"2010-11-17 20:30:00","Italy","Romania",1,1,0
"2010-11-17 20:30:00","Italy","Romania",1,1,0
"2010-11-17 20:45:00","Ireland","Norway",1,2,0
"2010-11-17 20:45:00","Slovenia","Georgia",1,2,0
"2010-11-17 20:45:00","Northern Ireland","Morocco",1,1,0
"2010-11-17 21:00:00","England","France",1,2,0
"2010-11-17 22:00:00","Portugal","Spain",4,0,0
"2010-11-18 01:00:00","Chile","Uruguay",2,0,0
"2010-11-18 01:00:00","Colombia","Peru",1,1,0
"2010-11-18 01:30:00","Guyana","Guatemala",0,3,0
"2010-11-18 02:00:00","Ecuador","Venezuela",4,1,0
"2010-11-18 02:15:00","Costa Rica","Jamaica",0,0,0
"2010-11-18 02:15:00","Costa Rica","Jamaica",0,0,0
"2010-11-18 02:30:00","Panama","Honduras",2,0,0
"2010-11-18 15:30:00","Qatar","Haiti",0,1,0
"2010-11-18 15:45:00","United Arab Emirates","India",5,0,0
"2010-11-23 14:00:00","Tanzania","Kenya",1,0,0
"2010-12-10 20:30:00","Bosnia-Herzegovina","Poland",2,2,0
"2010-12-16 16:00:00","Qatar","Egypt",2,1,0
"2010-12-18 08:00:00","China","Estonia",3,0,0
"2010-12-18 12:30:00","Iraq","Syria",0,1,0
"2010-12-19 02:30:00","Honduras","Panama",2,1,0
"2010-12-22 12:30:00","China","Macedonia FYR",1,0,0
"2010-12-22 13:30:00","Syria","Iraq",0,1,0
"2010-12-22 15:00:00","Qatar","Estonia",2,0,0
"2010-12-27 14:00:00","Kuwait","Korea DPR",2,2,0
"2010-12-28 16:45:00","Bahrain","Jordan",2,1,0
"2010-12-28 16:45:00","Qatar","Iran",0,0,0
"2010-12-28 17:00:00","Saudi Arabia","Iraq",0,1,0
"2010-12-30 10:50:00","Korea Republic","Syria",1,0,0
"2010-12-31 14:00:00","Bahrain","Saudi Arabia",0,1,0
"2010-12-31 15:00:00","Qatar","Korea DPR",0,1,0
"2011-01-02 12:00:00","Iraq","China",2,3,0
"2011-01-02 12:00:00","Jordan","Uzbekistan",2,2,0
"2011-01-02 15:30:00","United Arab Emirates","Syria",2,0,0
"2011-01-02 16:45:00","Iran","Angola",1,0,0
"2011-01-04 15:40:00","Saudi Arabia","Angola",0,0,0
"2011-01-04 16:00:00","Bahrain","Korea DPR",0,1,0
"2011-01-05 15:30:00","United Arab Emirates","Australia",0,0,0
"2011-01-07 17:15:00","Qatar","Uzbekistan",0,2,0
"2011-01-08 14:15:00","Kuwait","China",0,2,0
"2011-01-09 14:15:00","Japan","Jordan",1,1,0
"2011-01-09 17:15:00","Saudi Arabia","Syria",1,2,0
"2011-01-10 14:15:00","India","Australia",0,4,0
"2011-01-10 17:15:00","Korea Republic","Bahrain",2,1,0
"2011-01-11 14:15:00","Korea DPR","United Arab Emirates",0,0,0
"2011-01-11 17:15:00","Iraq","Iran",1,2,0
"2011-01-12 14:15:00","Uzbekistan","Kuwait",2,1,0
"2011-01-12 17:15:00","China","Qatar",0,2,0
"2011-01-13 14:15:00","Jordan","Saudi Arabia",1,0,0
"2011-01-13 17:15:00","Syria","Japan",1,2,0
"2011-01-14 14:15:00","Australia","Korea Republic",1,1,0
"2011-01-14 17:15:00","Bahrain","India",5,2,0
"2011-01-15 14:15:00","Iran","Korea DPR",1,0,0
"2011-01-15 17:15:00","United Arab Emirates","Iraq",0,1,0
"2011-01-16 17:15:00","Qatar","Kuwait",3,0,0
"2011-01-16 17:15:00","China","Uzbekistan",2,2,0
"2011-01-17 14:15:00","Saudi Arabia","Japan",0,5,0
"2011-01-17 14:15:00","Jordan","Syria",2,1,0
"2011-01-18 14:15:00","Australia","Bahrain",1,0,0
"2011-01-18 14:15:00","Korea Republic","India",4,1,0
"2011-01-19 16:00:00","Botswana","Sweden",1,2,0
"2011-01-19 17:15:00","Iraq","Korea DPR",1,0,0
"2011-01-19 17:15:00","United Arab Emirates","Iran",0,3,0
"2011-01-21 14:25:00","Japan","Qatar",3,2,0
"2011-01-21 17:25:00","Uzbekistan","Jordan",2,1,0
"2011-01-22 14:25:00","Australia","Iraq",0,0,0
"2011-01-22 17:25:00","Iran","Korea Republic",0,0,0
"2011-01-23 04:10:00","United States","Chile",1,1,0
